#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
              20    1.965425e-01    1.962583e-01    1.710253e-04
              20    2.386431e-01    2.389065e-01    1.982035e-04
              20    2.921676e-01    2.931218e-01    2.883790e-04
              20    3.578855e-01    3.576353e-01    2.325935e-04
              20    4.201701e-01    4.197048e-01    6.794527e-04
              20    4.289597e-01    4.375683e-01    9.954511e-04
              20    3.324673e-01    3.274626e-01    3.323594e-03
