#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
              20    2.999900e-02    2.711245e-02    3.264188e-04
              20    3.774480e-02    3.580032e-02    4.064848e-04
              20    5.199280e-02    4.980003e-02    5.845739e-04
              20    8.013020e-02    7.735437e-02    8.878125e-04
              20    1.494154e-01    1.451202e-01    1.334451e-03
              20    3.490794e-01    3.595683e-01    3.285747e-03
              20    8.940110e-01    8.820935e-01    4.997314e-03
