#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
              20   -4.620760e-01   -4.621678e-01    6.054632e-05
              20   -5.167548e-01   -5.164740e-01    9.210989e-05
              20   -5.836016e-01   -5.827458e-01    1.006232e-04
              20   -6.637604e-01   -6.640306e-01    1.271009e-04
              20   -7.621888e-01   -7.616958e-01    1.220774e-04
              20   -8.716480e-01   -8.706342e-01    1.824151e-04
              20   -9.735008e-01   -9.743192e-01    3.875333e-04
