#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
              20    1.970660e-01    1.966779e-01    1.172138e-04
              20    2.392058e-01    2.393278e-01    2.065876e-04
              20    2.932419e-01    2.933737e-01    2.100220e-04
              20    3.580531e-01    3.581394e-01    3.884178e-04
              20    4.209382e-01    4.205526e-01    4.758449e-04
              20    4.430663e-01    4.365077e-01    1.275338e-03
              20    3.316201e-01    3.292658e-01    1.880204e-03
