#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
              20    1.366923e+00    1.360317e+00    1.316192e-03
              20    1.793922e+00    1.793352e+00    1.614705e-03
              20    2.516262e+00    2.528526e+00    2.356168e-03
              20    3.993453e+00    3.974889e+00    5.823880e-03
              20    7.465920e+00    7.399974e+00    1.245090e-02
              20    1.951541e+01    1.913947e+01    1.008085e-01
              20    7.862336e+01    7.906088e+01    1.958094e-01
