#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
              20   -4.617968e-01   -4.621043e-01    6.713804e-05
              20   -5.164484e-01   -5.163026e-01    6.640297e-05
              20   -5.827688e-01   -5.827285e-01    7.092186e-05
              20   -6.644300e-01   -6.640813e-01    1.020289e-04
              20   -7.622388e-01   -7.616877e-01    1.071926e-04
              20   -8.695348e-01   -8.705022e-01    2.135200e-04
              20   -9.734228e-01   -9.741257e-01    2.133976e-04
