#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
              20    2.898060e-02    2.725709e-02    2.406888e-04
              20    3.789160e-02    3.568312e-02    2.713513e-04
              20    5.204400e-02    5.110707e-02    4.304928e-04
              20    8.249420e-02    8.027214e-02    6.390466e-04
              20    1.516468e-01    1.461616e-01    1.106658e-03
              20    3.461468e-01    3.573741e-01    2.486352e-03
              20    8.901632e-01    8.920129e-01    2.365428e-03
