#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
              79    8.000000e-01    8.000000e-01    6.272932e-09
              80    8.000000e-01    8.000000e-01    6.233603e-09
              81    8.000000e-01    8.000000e-01    5.969656e-09
              82    8.000000e-01    8.000000e-01    5.933144e-09
              83    8.000000e-01    8.000000e-01    6.228236e-09
              84    8.000000e-01    8.000000e-01    6.191052e-09
              85    8.000000e-01    8.000000e-01    6.154527e-09
              86    8.000000e-01    8.000000e-01    6.118640e-09
              87    8.000000e-01    8.000000e-01    6.187370e-09
              88    8.000000e-01    8.000000e-01    6.152114e-09
              89    8.000000e-01    8.000000e-01    6.218576e-09
              90    8.000000e-01    8.000000e-01    6.183932e-09
              91    8.000000e-01    8.000000e-01    6.149861e-09
              92    8.000000e-01    8.000000e-01    6.214214e-09
              93    8.000000e-01    8.000000e-01    6.180714e-09
              94    8.000000e-01    8.000000e-01    6.147750e-09
              95    8.000000e-01    8.000000e-01    6.303515e-09
              96    8.000000e-01    8.000000e-01    6.270598e-09
              97    8.000000e-01    8.000000e-01    6.329265e-09
              98    8.000000e-01    8.000000e-01    6.296890e-09
              99    8.000000e-01    8.000000e-01    6.265007e-09
             100    8.000000e-01    8.000000e-01    6.233603e-09
             101    8.000000e-01    8.000000e-01    6.202667e-09
             102    8.000000e-01    8.000000e-01    6.172187e-09
             103    8.000000e-01    8.000000e-01    6.229279e-09
             104    8.000000e-01    8.000000e-01    6.199258e-09
             105    8.000000e-01    8.000000e-01    6.169667e-09
             106    8.000000e-01    8.000000e-01    6.140496e-09
             107    8.000000e-01    8.000000e-01    6.111734e-09
             108    8.000000e-01    8.000000e-01    6.167286e-09
             109    8.000000e-01    8.000000e-01    6.138931e-09
             110    8.000000e-01    8.000000e-01    6.110963e-09
             111    8.000000e-01    8.000000e-01    6.083374e-09
             112    8.000000e-01    8.000000e-01    6.217681e-09
             113    8.000000e-01    8.000000e-01    6.190108e-09
             114    8.000000e-01    8.000000e-01    6.162898e-09
             115    8.000000e-01    8.000000e-01    6.214214e-09
             116    8.000000e-01    8.000000e-01    6.187370e-09
             117    8.000000e-01    8.000000e-01    6.160872e-09
             118    8.000000e-01    8.000000e-01    6.134711e-09
             119    8.000000e-01    8.000000e-01    6.108881e-09
             120    8.000000e-01    8.000000e-01    6.083374e-09
             121    8.000000e-01    8.000000e-01    6.058184e-09
             122    8.000000e-01    8.000000e-01    6.182297e-09
             123    8.000000e-01    8.000000e-01    6.157114e-09
             124    8.000000e-01    8.000000e-01    6.204810e-09
             125    8.000000e-01    8.000000e-01    6.179941e-09
             126    8.000000e-01    8.000000e-01    6.155369e-09
             127    8.000000e-01    8.000000e-01    6.131087e-09
             128    8.000000e-01    8.000000e-01    6.107091e-09
             129    8.000000e-01    8.000000e-01    6.083374e-09
             130    8.000000e-01    8.000000e-01    6.059931e-09
             131    8.000000e-01    8.000000e-01    6.036757e-09
             132    8.000000e-01    8.000000e-01    6.013847e-09
             133    8.000000e-01    8.000000e-01    5.991196e-09
             134    8.000000e-01    8.000000e-01    6.037805e-09
             135    8.000000e-01    8.000000e-01    6.083374e-09
             136    8.000000e-01    8.000000e-01    6.060967e-09
             137    8.000000e-01    8.000000e-01    6.038806e-09
             138    8.000000e-01    8.000000e-01    6.016887e-09
             139    8.000000e-01    8.000000e-01    5.995204e-09
             140    8.000000e-01    8.000000e-01    5.973754e-09
             141    8.000000e-01    8.000000e-01    5.952533e-09
             142    8.000000e-01    8.000000e-01    5.931536e-09
             143    8.000000e-01    8.000000e-01    5.910760e-09
             144    8.000000e-01    8.000000e-01    5.890201e-09
             145    8.000000e-01    8.000000e-01    5.934717e-09
             146    8.000000e-01    8.000000e-01    5.914358e-09
             147    8.000000e-01    8.000000e-01    5.894207e-09
             148    8.000000e-01    8.000000e-01    5.874260e-09
             149    8.000000e-01    8.000000e-01    5.854515e-09
             150    8.000000e-01    8.000000e-01    5.834967e-09
             151    8.000000e-01    8.000000e-01    5.940695e-09
             152    8.000000e-01    8.000000e-01    5.921121e-09
             153    8.000000e-01    8.000000e-01    5.901739e-09
             154    8.000000e-01    8.000000e-01    5.882547e-09
             155    8.000000e-01    8.000000e-01    5.863540e-09
             156    8.000000e-01    8.000000e-01    5.844716e-09
             157    8.000000e-01    8.000000e-01    5.826073e-09
             158    8.000000e-01    8.000000e-01    5.807607e-09
             159    8.000000e-01    8.000000e-01    5.849309e-09
             160    8.000000e-01    8.000000e-01    5.831002e-09
             161    8.000000e-01    8.000000e-01    5.692999e-09
             162    8.000000e-01    8.000000e-01    5.675401e-09
             163    8.000000e-01    8.000000e-01    5.597450e-09
             164    8.000000e-01    8.000000e-01    5.457698e-09
             165    8.000000e-01    8.000000e-01    5.316034e-09
             166    8.000000e-01    8.000000e-01    5.299998e-09
             167    8.000000e-01    8.000000e-01    5.220821e-09
             168    8.000000e-01    8.000000e-01    5.076715e-09
             169    8.000000e-01    8.000000e-01    5.061673e-09
             170    8.000000e-01    8.000000e-01    4.981641e-09
             171    8.000000e-01    8.000000e-01    4.834575e-09
             172    8.000000e-01    8.000000e-01    4.820501e-09
             173    8.000000e-01    8.000000e-01    4.671125e-09
             174    8.000000e-01    8.000000e-01    4.588677e-09
             175    8.000000e-01    8.000000e-01    4.575547e-09
             176    8.000000e-01    8.000000e-01    4.492869e-09
             177    8.000000e-01    8.000000e-01    4.409601e-09
             178    8.000000e-01    8.000000e-01    4.397197e-09
             179    8.000000e-01    8.000000e-01    4.241091e-09
             180    8.000000e-01    8.000000e-01    4.229294e-09
             181    8.000000e-01    8.000000e-01    4.069562e-09
             182    8.000000e-01    8.000000e-01    3.982503e-09
             183    8.000000e-01    8.000000e-01    3.971607e-09
             184    8.000000e-01    8.000000e-01    3.805413e-09
             185    8.000000e-01    8.000000e-01    3.795114e-09
             186    8.000000e-01    8.000000e-01    3.705208e-09
             187    8.000000e-01    8.000000e-01    3.695287e-09
             188    8.000000e-01    8.000000e-01    3.521566e-09
             189    8.000000e-01    8.000000e-01    3.512237e-09
             190    8.000000e-01    8.000000e-01    3.332001e-09
             191    8.000000e-01    8.000000e-01    3.323267e-09
             192    8.000000e-01    8.000000e-01    3.226196e-09
             193    8.000000e-01    8.000000e-01    3.033797e-09
             194    8.000000e-01    8.000000e-01    3.025967e-09
             195    8.000000e-01    8.000000e-01    2.922358e-09
             196    8.000000e-01    8.000000e-01    3.010489e-09
             197    8.000000e-01    8.000000e-01    2.808898e-09
             198    8.000000e-01    8.000000e-01    2.801796e-09
             199    8.000000e-01    8.000000e-01    2.587434e-09
             200    8.000000e-01    8.000000e-01    2.580957e-09
             201    8.000000e-01    8.000000e-01    2.464923e-09
             202    8.000000e-01    8.000000e-01    2.344388e-09
             203    8.000000e-01    8.000000e-01    2.338606e-09
             204    8.000000e-01    8.000000e-01    2.086580e-09
             205    8.000000e-01    8.000000e-01    2.081484e-09
             206    8.000000e-01    8.000000e-01    1.942319e-09
             207    8.000000e-01    8.000000e-01    1.937622e-09
             208    8.000000e-01    8.000000e-01    1.633648e-09
             209    8.000000e-01    8.000000e-01    1.629735e-09
             210    8.000000e-01    8.000000e-01    1.259378e-09
             211    8.000000e-01    8.000000e-01    1.450754e-09
             212    8.000000e-01    8.000000e-01    1.447329e-09
             213    8.000000e-01    8.000000e-01    1.250478e-09
             214    8.000000e-01    8.000000e-01    1.247553e-09
             215    8.000000e-01    8.000000e-01    7.185978e-10
             216    8.000000e-01    8.000000e-01    7.169325e-10
             217    8.000000e-01    8.000000e-01    0.000000e+00
             218    8.000000e-01    8.000000e-01    0.000000e+00
             219    8.000000e-01    8.000000e-01    0.000000e+00
             220    8.000000e-01    8.000000e-01    1.004636e-09
             221    8.000000e-01    8.000000e-01    1.002361e-09
             222    8.000000e-01    8.000000e-01    1.414356e-09
             223    8.000000e-01    8.000000e-01    1.411181e-09
             224    8.000000e-01    8.000000e-01    1.408027e-09
             225    8.000000e-01    8.000000e-01    1.570720e-09
             226    8.000000e-01    8.000000e-01    1.567241e-09
             227    8.000000e-01    8.000000e-01    1.563786e-09
             228    8.000000e-01    8.000000e-01    1.846234e-09
             229    8.000000e-01    8.000000e-01    1.842198e-09
             230    8.000000e-01    8.000000e-01    1.965107e-09
             231    8.000000e-01    8.000000e-01    1.960849e-09
             232    8.000000e-01    8.000000e-01    1.956618e-09
             233    8.000000e-01    8.000000e-01    2.182866e-09
             234    8.000000e-01    8.000000e-01    2.178197e-09
             235    8.000000e-01    8.000000e-01    2.173558e-09
             236    8.000000e-01    8.000000e-01    2.375963e-09
             237    8.000000e-01    8.000000e-01    2.370945e-09
             238    8.000000e-01    8.000000e-01    2.365959e-09
             239    8.000000e-01    8.000000e-01    2.361004e-09
             240    8.000000e-01    8.000000e-01    2.356080e-09
             241    8.000000e-01    8.000000e-01    2.351187e-09
             242    8.000000e-01    8.000000e-01    2.534320e-09
             243    8.000000e-01    8.000000e-01    2.529100e-09
             244    8.000000e-01    8.000000e-01    2.523912e-09
             245    8.000000e-01    8.000000e-01    2.607160e-09
             246    8.000000e-01    8.000000e-01    2.601856e-09
             247    8.000000e-01    8.000000e-01    2.596583e-09
             248    8.000000e-01    8.000000e-01    2.758695e-09
             249    8.000000e-01    8.000000e-01    2.753150e-09
             250    8.000000e-01    8.000000e-01    2.747638e-09
