#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
             118    7.598249e+00    7.594333e+00    4.396343e-03
             119    7.528033e+00    7.593776e+00    4.394560e-03
             120    7.584337e+00    7.593697e+00    4.358643e-03
             121    7.603387e+00    7.593777e+00    4.323357e-03
             122    7.637246e+00    7.594134e+00    4.302576e-03
             123    7.594633e+00    7.594138e+00    4.267597e-03
             124    7.613955e+00    7.594298e+00    4.236173e-03
             125    7.535590e+00    7.593828e+00    4.228239e-03
             126    7.708925e+00    7.594741e+00    4.292221e-03
             127    7.604537e+00    7.594819e+00    4.259117e-03
             128    7.556596e+00    7.594520e+00    4.236297e-03
             129    7.526254e+00    7.593991e+00    4.236382e-03
             130    7.582627e+00    7.593903e+00    4.204696e-03
             131    7.559194e+00    7.593638e+00    4.180939e-03
             132    7.596421e+00    7.593659e+00    4.149319e-03
             133    7.566338e+00    7.593454e+00    4.123203e-03
             134    7.619789e+00    7.593651e+00    4.097114e-03
             135    7.592675e+00    7.593643e+00    4.066771e-03
             136    7.569850e+00    7.593468e+00    4.040630e-03
             137    7.569813e+00    7.593296e+00    4.014823e-03
             138    7.561628e+00    7.593066e+00    3.992283e-03
             139    7.604708e+00    7.593150e+00    3.964440e-03
             140    7.567116e+00    7.592964e+00    3.940482e-03
             141    7.551583e+00    7.592671e+00    3.923449e-03
             142    7.586005e+00    7.592624e+00    3.896100e-03
             143    7.584690e+00    7.592568e+00    3.869250e-03
             144    7.559802e+00    7.592341e+00    3.849065e-03
             145    7.567781e+00    7.592171e+00    3.826244e-03
             146    7.620747e+00    7.592367e+00    3.805039e-03
             147    7.557193e+00    7.592128e+00    3.786671e-03
             148    7.607586e+00    7.592232e+00    3.762525e-03
             149    7.538483e+00    7.591871e+00    3.754526e-03
             150    7.604950e+00    7.591959e+00    3.730508e-03
             151    7.636804e+00    7.592256e+00    3.717606e-03
             152    7.629002e+00    7.592497e+00    3.701000e-03
             153    7.550802e+00    7.592225e+00    3.686830e-03
             154    7.572645e+00    7.592098e+00    3.665082e-03
             155    7.691764e+00    7.592741e+00    3.697411e-03
             156    7.530603e+00    7.592342e+00    3.695102e-03
             157    7.563770e+00    7.592160e+00    3.676045e-03
